,0,1,2,3,4
74,"Yann Sommer to FC Bayern, done deal and here we go! Full agreement now in place with ‘Gladbach, contract valid until June 2025 🚨🔴 #FCBayern

Bayern will pay €8m plus €1.5m add-ons, as @Blick_Sport reported. Yann Sommer will undergo medical tests in the next hours. https://t.co/j73mHIKipN",35028,2023-01-18 14:30:58+00:00,https://t.co/GNFQtX0kyG,['http://pbs.twimg.com/media/FmwvTzIX0AAIVD2.jpg']
75,"Manchester City are set to complete the signing of Máximo Perrone from Vélez — deal at contract stages soon and here we go confirmed. 🚨🔵🇦🇷 #MCFC

Perrone will join City right after the Sudamericano Sub-20, as expected. https://t.co/N6EeDCQICP",17560,2023-01-18 10:46:45+00:00,https://t.co/F5aYKMgspa,['http://pbs.twimg.com/media/Fmv7_cpXEAIGjZK.jpg']
76,"RT @FabrizioRomano: Manchester City will sign Argentinian top talent Máximo Perrone from Vélez,  verbal agreement confirmed and here we go…",0,2023-01-18 10:46:37+00:00,https://t.co/4XYBBtu6Yq,[]
77,"@ReppingOzil @WelBeast I remember you very excited for the exclusive news of Gabriel Jesus deal done and here we go, for example 😀",2302,2023-01-17 19:18:40+00:00,https://t.co/t536NQM34H,[]
78,@_NFFCJosh I said here we go my friend… relax 😄🧘🏼‍♂️🇧🇷✅,472,2023-01-15 16:12:09+00:00,https://t.co/5yGluFlhEe,[]
79,"Mykhaylo Mudryk to Chelsea, here we go! Documents are being exchanged between Chelsea and Shakhtar. Deal will cost €100m package as Ukrainian club always wanted. 🚨🔵 #CFC

Mudryk, arriving in London tonight.

Medical tests booked on Sunday then he will sign contract until 2030. https://t.co/mVxODeLYqn",114710,2023-01-14 20:18:33+00:00,https://t.co/C9go8OfeaI,['http://pbs.twimg.com/media/FmdYgcUXgAE7SUf.jpg']
80,"@WahyuAdiguna Mudryk deal is not a done deal my friend, here we go is when the deal is done",7113,2023-01-14 13:36:52+00:00,https://t.co/t7MW2leJlB,[]
81,"RT @FabrizioRomano: Danilo to Nottingham Forest, here we go! Deal signed few minutes ago with Palmeiras, final fee around €20m 🚨🌳🇧🇷 #NFFC…",0,2023-01-14 10:01:47+00:00,https://t.co/3Id0XtLHSi,[]
82,"Danilo to Nottingham Forest, here we go! Deal signed few minutes ago with Palmeiras, final fee around €20m 🚨🌳🇧🇷 #NFFC

Understand Danilo will fly to England on Saturday to undergo medical tests and sign long-term contract.

Big one for Forest. https://t.co/rN7Reb7ZUq",30790,2023-01-13 23:58:19+00:00,https://t.co/QkYEq4Ld9C,['http://pbs.twimg.com/media/FmZBOPKWAAIaDS3.jpg']
83,"Wolves are set to sign Pablo Sarabia on permanent deal from PSG, here we go soon 🟠🤝🏻 #WWFC

Clubs discussing final details — €5m fee plus add-ons as first reported by @SaberDesfa.

Mario Lemina, signed — João Gomes &amp; Pablo Sarabia are expected to become new Wolves players soon. https://t.co/Zdo1l53dEI",19841,2023-01-13 18:09:21+00:00,https://t.co/bdl94y2RTq,['http://pbs.twimg.com/media/FmXxWamXoAEaeWw.jpg']
84,"Wolves are set to sign João Gomes, here we go! There's full agreement with Flamengo on €17m fee for Brazilian midfielder born in 2001. 🟠 #WWFC 

Agreement on personal terms, five year deal in place as per @venecasagrande. Deal to be signed in the next hours. https://t.co/sbVrHN2zMC",16537,2023-01-13 08:51:00+00:00,https://t.co/joTrMlkhdI,['http://pbs.twimg.com/media/FmUVHpAWAAAgsJu.jpg']
85,"Plan confirmed for Georginio Rutter. He’s in Leeds together with his agent as medical tests are scheduled and then deal will be made official ⚪️🛬 #LUFC

Rutter will sign a long-term deal in the next hours — here we go confirmed. https://t.co/6M2zdD2KYp",13863,2023-01-12 19:10:07+00:00,https://t.co/tkClu7MNrD,['http://pbs.twimg.com/media/FmS1qxSWAEk51VK.jpg']
86,"Belgian talent Noah Mbamba to Bayer Leverkusen, done deal and here we go! Full agreement in place, been told it’s all sealed on long term contract. 🚨🔴⚫️🇧🇪 #Bayer #transfers

Highly rated 2005 talent, Mbamba will join Bayer as free agent in the summer from Club Brugge. https://t.co/vBk0Bi0dKl",13844,2023-01-12 15:10:55+00:00,https://t.co/NHh2TpHyhW,['http://pbs.twimg.com/media/FmR-60WXwAIknZl.jpg']
87,"Georginio Rutter to Leeds United, here we go! Leeds are finally exchanging the documents with Hoffenheim for €28m fixed fee plus add-ons close to €40m total package 🚨⚪️ #LUFC

Understand player can travel to Leeds tonight for medical tests and the sign the long term contract. https://t.co/UUh3MFESDn",19342,2023-01-12 10:13:03+00:00,https://t.co/HB562KnaTf,['http://pbs.twimg.com/media/FmQ6vbXX0AEEYQI.jpg']
88,"Wout Weghorst to Manchester United, here we go! All conditions revealed on Tuesday are confirmed: Man Utd pay €3m to Besiktas then sign Weghorst on loan from Burnley 🚨🔴 #MUFC

🛫 Understand Weghorst will fly to Manchester today to undergo medical tests and then sign contracts. https://t.co/99TPoRuo67",165174,2023-01-12 09:17:23+00:00,https://t.co/9lV5qwPu1C,['http://pbs.twimg.com/media/FmQuANwWQAAvAU9.jpg']
89,"Andreas Schjelderup to Benfica, here we go and confirmed. Big move for the Norwegian top talent on €10m fee plus add-ons. 🚨🔴🇳🇴 #transfers

Contract until June 2028 as expected, medical this week. Benfica anticipated English clubs on this gem born in 2004. https://t.co/GNFQtX0kyG",23213,2023-01-11 16:53:34+00:00,https://t.co/METAn8dstV,['http://pbs.twimg.com/media/FmNM0rEXEAwUXKX.jpg']
90,"@Meczykipl here we go, Poland! :) 🇵🇱 See you every week on @Meczykipl and @wlodar85 Transfer Window show",8059,2023-01-11 09:38:02+00:00,https://t.co/H2OIBhasha,[]
91,"João Félix to Chelsea, here we go! Full verbal agreement reached, loan move on €11m fee with 100% salary covered by Chelsea. 🚨🔵 #CFC

Before leaving, JF will extend contract with Atléti until 2027.

João will fly to London in the next hours to undergo medical tests and sign. https://t.co/F5aYKMgspa",182564,2023-01-10 12:11:24+00:00,https://t.co/eIboNLHFfU,['http://pbs.twimg.com/media/FmHCptGWAAIThFF.jpg']
92,"Aston Villa are now closing in on Alex Moreno deal. Agreement around €14m fee, expected to be signed in the next hours, documents being checked — here we go soon. 🟣🔵 #AVFC

Personal terms agreed with hope to get the medical tests done within this week. https://t.co/4XYBBtu6Yq",16824,2023-01-09 18:40:16+00:00,https://t.co/tmWJh68WQV,['http://pbs.twimg.com/media/FmDSEOwWYBQlbEA.jpg']
